FECHA_CORTE;ITEM;NOMBRE DEL DEPORTISTA;DISCIPLINA DEPORTIVA;N° DE RESOLUCION;ESTADO;FECHA DE REGISTRO;OBSERVACIONES
31/07/2025;304;MOISÉS JESÚS DUFFOO GUEVARA ;TENIS DE MESA;Resolucíon N°1243-DINADAF-RND-2017;ACTIVO;13/11/2017;
31/07/2025;305;ISABEL ROSARIO DUFFOO GUEVARA;TENIS DE MESA;Resolucíon N°1244-DINADAF-RND-2017;ACTIVO;14/11/2017;
31/07/2025;306;JHON HERNAN LOLI CASIO;TENIS DE MESA;Resolución Nº1469-DINADAF-RND-2018;ACTIVO;11/10/2018;Resolución Nº0922-DNCTD-RND-2019
31/07/2025;307;RODRIGO HIDALGO GARCIA PACHECO ;TENIS DE MESA;Resolución N°0440-DNCTD-RND-2019;ACTIVO;29/05/2019;
31/07/2025;308;ADOLFO MANUEL CUCHO SOLSOL ;TENIS DE MESA;Resolución N°0441-DNCTD-RND-2019;ACTIVO;30/05/2019;
31/07/2025;309;FELIPE ISAAC DUFFOO GUEVARA;TENIS DE MESA;Resolución N°0920-DNCTD-RND-2019;ACTIVO;6/12/2019;
31/07/2025;310;CARLOS ALONSO FERNANDEZ PARDO;TENIS DE MESA;Resolución N°0921-DNCTD-RND-2019;ACTIVO;6/12/2019;
31/07/2025;311;RODRIGO ALI VIGO IZAGUIRRE;TENIS DE MESA;Resolución N°0923-DNCTD-RND-2019;ACTIVO;9/12/2019;
31/07/2025;312;ANA RAFAELA ARAGÓN SANCHEZ;TENIS DE MESA;Resolución N°0924-DNCTD-RND-2019;ACTIVO;9/12/2019;
31/07/2025;313;MARIA FERNANDA MALDONADO VIZCARRA;TENIS DE MESA;Resolución N°0925-DNCTD-RND-2019;ACTIVO;9/12/2019;
31/07/2025;314;JOEL MARTIN CISNEROS AVENDAÑO;TENIS DE MESA;Resolución N°0926-DNCTD-RND-2019;ACTIVO;10/12/2019;
31/07/2025;315;ERIKA ALESSANDRA CISNEROS AVENDAÑO;TENIS DE MESA;Resolución N°0927-DNCTD-RND-2019;ACTIVO;10/12/2019;
31/07/2025;316;MARIAGRAZIA LA TORRE SANCHEZ;TENIS DE MESA;Resolución N°0928-DNCTD-RND-2019;ACTIVO;10/12/2019;
31/07/2025;317;ADRIAN VICENTE RUBIÑOS CASTILLEJO;TENIS DE MESA;Resolución N°0929-DNCTD-RND-2019;ACTIVO;10/12/2019;
31/07/2025;318;GIANELLA JOHANNA HUAPAYA JUSCAMAITA;TENIS DE MESA;Resolución N°0930-DNCTD-RND-2019;ACTIVO;11/12/2019;
31/07/2025;319;MIGUEL ALONSO MEJIA MIRANDA;TIRO;Resolución N°090-DINADAF-RND-2015;ACTIVO;12/05/2015;Resolución N°298-DINADAF-RND-2018
31/07/2025;320;OMAR AYRTON MEJÍA MIRANDA;TIRO;Resolución N°161-DINADAF-RND-2015;ACTIVO;7/08/2015;
31/07/2025;321;MIGUEL ALONSO MEJÍA MIRANDA ;TIRO;Resolucíon N°827-DINADAF-RND-2017;ACTIVO;16/06/2017;
31/07/2025;322;DANIEL EDUARDO VIZCARRA GALLEGOS ;TIRO;Resolución Nº0228-DINADAF-RND-2018;ACTIVO;20/02/2018;
31/07/2025;323;SARA GABRIELA VIZCARRA GALLEGOS ;TIRO;Resolución Nº0229-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;324;JOSE MANRRIQUE ULLILEN SICCHA ;TIRO;Resolución Nº0230-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;325;MIRIAM MARIANA QUINTANILLA CAMARGO ;TIRO;Resolución Nº0231-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;326;KHALID QAHHAT METWASI ;TIRO;Resolución Nº0232-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;327; NICOLAS RODOLFO PACHECO ESPINOSA ;TIRO;Resolución Nº0233-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;328; MARCO HECTOR PACUSSICH ZANOBINI ;TIRO;Resolución Nº0234-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;329;RODOLFO FABIO LEON RAVINEZ CENTURION ;TIRO;Resolución Nº0235-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;330;GUIDO ELISEO FARFAN MORETTI ;TIRO;Resolución Nº0236-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;331;NICOLAS ELIAS GIHA YARUR  ;TIRO;Resolución Nº0237-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;332;ALESSANDRO ALBERTO DE SOUZA FERREIRA BERISSO ;TIRO;Resolución Nº0238-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;333;ASIER JOSU CILLONIZ PARODI ;TIRO;Resolución Nº0239-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;334;FRANCISCO JUAN JOSE BOZA DIBOS ;TIRO;Resolución Nº0240-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;335;MARKO ANTONIO CARRILLO ZEVALLOS;TIRO;Resolución Nº0241-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;336;DANIELLA BORDA OLAECHEA ;TIRO;Resolución Nº0242-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;337;ALEXIA CAROLINA ARENAS PAREDES;TIRO;Resolución Nº0243-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;338;LESLIE YAZMIN ALARCON HUANCA;TIRO;Resolución Nº0244-DINADAF-RND-2018;ACTIVO;21/02/2018;
31/07/2025;339;ANDREA PATRICIA INDACOCHEA MUÑOZ ;TIRO;Resolución Nº0296-DINADAF-RND-2018;ACTIVO;27/02/2018;
31/07/2025;340;ALBERTO SALVADOR DI LAURA VICCINA ;TIRO;Resolución Nº0297-DINADAF-RND-2018;ACTIVO;27/02/2018;
31/07/2025;341;LIZ GRACIELA CARRION VILLANUEVA ;TIRO;Resolución Nº0299-DINADAF-RND-2018;ACTIVO;27/02/2018;
31/07/2025;342;STEVE JAVIER MEDINA CUBAS;TIRO;Resolución Nº0676-2021-IPD-DNCTD/SRND;ACTIVO;23/12/2021;ANNP-TIRO PARA DEPORTIVO
31/07/2025;343;JORGE WILLIAM ARCELA GODOY;TIRO;Resolución Nº0676-2021-IPD-DNCTD/SRND;ACTIVO;23/12/2021;ANNP-TIRO PARA DEPORTIVO
31/07/2025;344;PAMELA RUTH VELASQUEZ CUADROS;TIRO CON ARCO;Resolución N°0147-DNCTD-RND-2020;ACTIVO;10/02/2020;
31/07/2025;345;RICARDO ALFREDO NÚÑEZ BELLINA;TRIATLON;Resolución N°105-DINADAF-RND-2013;ACTIVO;25/04/2013;
31/07/2025;346;FERNANDA MARIA SAN ROMAN COLICHON;VELA;Resolución N°0151-DNCTD-RND-2020;ACTIVO;11/02/2020;
31/07/2025;347;PALOMA ISABEL SCHMIDT GUTIERREZ;VELA;Resolución N°0152-DNCTD-RND-2020;ACTIVO;11/02/2020;
31/07/2025;348;STEFANO PESCHIERA LORET DE MOLA;VELA;Resolución N°0153-DNCTD-RND-2020;ACTIVO;11/02/2020;
31/07/2025;349;ALONSO DANILO COLLANTES DE RIGLOS;VELA;Resolución N°0176-DNCTD-RND-2020;ACTIVO;19/02/2020;
31/07/2025;350;MARIA PÍA VAN OORDT LÓPEZ;VELA;Resolución N°781-DINADAF-RND-2017;ACTIVO;1/06/2017;
31/07/2025;351;MARIA BELEN BAZO GERMAN;VELA;Resolución N°0941-DNCTD-RND-2019;ACTIVO;13/12/2019;
31/07/2025;352;RENZO ARTURO SANGUINETI VELASCO;VELA;Resolución N°0942-DNCTD-RND-2019;ACTIVO;16/12/2019;
31/07/2025;353;MAURO STEFANO PRETTO VILA;VELA;Resolución N°0942-DNCTD-RND-2019;ACTIVO;16/12/2019;
31/07/2025;354;ALEJANDRO ÍTALO MAGO CUETO;VELA;Resolución N°0942-DNCTD-RND-2019;ACTIVO;16/12/2019;
31/07/2025;355;ALEJANDRA VEGA BERNALES;VELA;Resolución N°0032-DNCTD-RND-2020;ACTIVO;7/01/2020;
31/07/2025;356;JEAN PAUL DE TRAZEGNIES VALDEZ;VELA;Resolución N°0033-DNCTD-RND-2020;ACTIVO;7/01/2020;
31/07/2025;357;CATERINA ISABEL ROMERO AGUIRRE;VELA;Resolución N°0034-DNCTD-RND-2020;ACTIVO;7/01/2020;
31/07/2025;358;ALESSIO BOTTERI SARMIENTO;VELA;Resolución N°0035-DNCTD-RND-2020;ACTIVO;7/01/2020;
31/07/2025;359;STEFANO VIALE AGUIRRE ;VELA;Resolución N°0108-DNCTD-RND-2020;ACTIVO;29/01/2020;
31/07/2025;360;SUSAN INDIRA EGOAVIL ORTEGA ;VOLEIBOL;Resolucíon N°938-DINADAF-RND-2017;ACTIVO;26/07/2017;
31/07/2025;361;MARÍA FERNANDA REYES TUPAC YUPANQUI;TABLA;Resolución Nº0309-2022-IPD-DNCTD/SRND;ACTIVO;9/06/2022;
31/07/2025;362;SOL MAILI AGUIRRE VIZQUERRA;TABLA;Resolución Nº0310-2022-IPD-DNCTD/SRND;ACTIVO;9/06/2022;
31/07/2025;363;GLORIA ESTEFANY ASCA VILCAPUMA;LUCHA AMATEUR;Resolución Nº0311-2022-IPD-DNCTD/SRND;ACTIVO;10/06/2022;
31/07/2025;364;ISAAC ABRAHAM ARIZA RODRÍGUEZ;ESGRIMA;Resolución Nº0321-2022-IPD-DNCTD/SRND;ACTIVO;15/06/2022;
31/07/2025;365;MIGUEL TUDELA CHIOZZA;TABLA;Resolución Nº0335-2022-IPD-DNCTD/SRND;ACTIVO;20/06/2022;
31/07/2025;366;MARY LUZ ANDIA AROTAIPE;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;367;ALEJANDRA MERCEDES AREVALO URRESTI;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;368;DIANA CAROLINA BAZALAR ALAVA;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;369;MARIO ALFONSO BAZAN ARGANDOÑA;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;370;HUGO SEBASTIAN CARAZAS PRADO;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;371;JOSE LUIS CHAUPIN HUAMANI;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;372;ANDREA FÁTIMA GOMEZ LAZO;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;373;VERÓNICA HUACASI MONTE;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;374;VIRGINIA GREYSI HUATARONGO LOPEZ;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;375;YURI HEDLEY LABRA PHUTURI;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;376;FRANK YOBER LUJAN SANCHEZ;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;377;SOFIA ISABEL MAMANI ARIZAPANA;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;378;JULIO PALOMINO GRETA;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;379;NIDER PECHO PARIONA;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;380;ANITA YUCELI POMA MENDOZA;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;381;JOSE WILSON ROMERO TORRES;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;382;KATERINE VANESSA TANTALEAN FERNANDEZ;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;383;REBECA VIVIANA VASQUEZ MALDONADO;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;384;XIMENA JULIANA ZORRILLA SUAREZ;ATLETISMO;Resolución Nº0356-2022-IPD-DNCTD/SRND;ACTIVO;27/06/2022;
31/07/2025;385;HÉCTOR JESÚS SALVÁ TUNQUE;BADMINTON;Resolución Nº0407-2022-IPD-DNCTD/SRND;ACTIVO;20/07/2022;PARA DEPORTIVO
31/07/2025;386;JUAN PABLO VARILLAS PATIÑO SAMUDIO;TENIS;Resolución Nº0521-2022-IPD-DNCTD/SRND;ACTIVO;22/08/2022;
31/07/2025;387;SERGIO GALDOS LEON;TENIS;Resolución Nº0521-2022-IPD-DNCTD/SRND;ACTIVO;22/08/2022;
31/07/2025;388;JORGE BRIAN PANTA HERREROS ;TENIS;Resolución Nº0521-2022-IPD-DNCTD/SRND;ACTIVO;22/08/2022;
31/07/2025;389;ROMINA BERENICE CCUNO VILLANUEVA;TENIS;Resolución Nº0521-2022-IPD-DNCTD/SRND;ACTIVO;22/08/2022;
31/07/2025;390;PALOMA DE LA MACARENA MACEDO RODRIGUEZ;BOCHAS;Resolución Nº0554-2022-IPD-DNCTD/SRND;ACTIVO;15/09/2022;
31/07/2025;391;ANALIA YI ORDOÑEZ;BADMINTON;Resolución Nº0591-2022-IPD-DNCTD/SRND;ACTIVO;27/09/2022;
31/07/2025;392;ARIANA MUNAR SOLIMANO;BADMINTON;Resolución Nº0591-2022-IPD-DNCTD/SRND;ACTIVO;27/09/2022;
31/07/2025;393;CARLA ALESSANDRA VALDIVIA BERNALES;BADMINTON;Resolución Nº0591-2022-IPD-DNCTD/SRND;ACTIVO;27/09/2022;
31/07/2025;394;ESTEFANIA VALERIA CANCHANYA CAYCHO;BADMINTON;Resolución Nº0591-2022-IPD-DNCTD/SRND;ACTIVO;27/09/2022;
31/07/2025;395;JOELY VALERIA CHUQUIMAQUI CURO;BADMINTON;Resolución Nº0591-2022-IPD-DNCTD/SRND;ACTIVO;27/09/2022;
31/07/2025;396;SOFIA NAOMI JUNCO VASQUEZ;BADMINTON;Resolución Nº0591-2022-IPD-DNCTD/SRND;ACTIVO;27/09/2022;
31/07/2025;397;VALENTINA CARRILLO VALDEAVELLANO;BADMINTON;Resolución Nº0591-2022-IPD-DNCTD/SRND;ACTIVO;27/09/2022;
31/07/2025;398;ROSA LUISA VELASQUEZ TURIN;BADMINTON;Resolución Nº0615-2022-IPD-DNCTD/SRND;ACTIVO;5/10/2022;
31/07/2025;399;JOAQUÍN FERNÁNDEZ VARGAS;MUAY THAI;Resolución Nº0718-2022-IPD-DNCTD/SRND;ACTIVO;28/11/2022;
31/07/2025;400;AUGUSTO JOAQUIN SOSA VEGA;NATACION;Resolución Nº0751-2022-IPD-DNCTD/SRND;ACTIVO;12/12/2022;
31/07/2025;401;CARLOS SANTIAGO COBOS DAVELOUIS;NATACION;Resolución Nº0752-2022-IPD-DNCTD/SRND;ACTIVO;12/12/2022;
31/07/2025;402;CRISTOPHER JAIME TEVEZ OCAMPO;BILLAR;Resolución Nº0753-2022-IPD-DNCTD/SRND;ACTIVO;12/12/2022;
31/07/2025;403;ALEJANDRA ZAVALA ARANA;SQUASH RACKET;Resolución Nº0754-2022-IPD-DNCTD/SRND;ACTIVO;12/12/2022;
31/07/2025;404;THIAGO CABREJOS SAN MIGUEL;SQUASH RACKET;Resolución Nº0755-2022-IPD-DNCTD/SRND;ACTIVO;12/12/2022;
31/07/2025;405; JUAN CARLOS DIAZ LEON;SQUASH RACKET;Resolución Nº0756-2022-IPD-DNCTD/SRND;ACTIVO;12/12/2022;
31/07/2025;406;GERSON ABRHAN MARTÍNEZ BOZA;BILLAR;Resolución Nº0048-2023-IPD-DNCTD/SRND;ACTIVO;26/01/2023;
31/07/2025;407;JESÚS CROVETTO MAYURI;BILLAR;Resolución Nº0048-2023-IPD-DNCTD/SRND;ACTIVO;26/01/2023;
31/07/2025;408;JACQUELINE ELENA ÁLVAREZ FRANCIA;BILLAR;Resolución Nº0048-2023-IPD-DNCTD/SRND;ACTIVO;26/01/2023;
31/07/2025;409;KRISTEN ERIKA HAMMERSCHMIDT CAMINO;SQUASH RACKET;Resolución Nº0049-2023-IPD-DNCTD/SRND;ACTIVO;26/01/2023;
31/07/2025;410;MARIA JESUS PIZARRO HILARIO;SOFTBOL;Resolución Nº0072-2023-IPD-DNCTD/SRND;ACTIVO;13/02/2023;
31/07/2025;411;ITATI MANUELA SUSANO BERRU;SOFTBOL;Resolución Nº0072-2023-IPD-DNCTD/SRND;ACTIVO;13/02/2023;
31/07/2025;412;ADRIANA EIMI YAMAKAWA OKA;SOFTBOL;Resolución Nº0072-2023-IPD-DNCTD/SRND;ACTIVO;13/02/2023;
31/07/2025;413;FRANCESCA CAROZZI DE BELAUNDE;BADMINTON;Resolución N° 350-2023-IPD-DNCTD/SRND;ACTIVO;19/07/2023;
31/07/2025;414;SALVADOR DE ALBERTIS SÁNCHEZ;BADMINTON;Resolución N° 350-2023-IPD-DNCTD/SRND;ACTIVO;19/07/2023;
31/07/2025;415;UMESH ANDRÉS LESCANO KONDA;BADMINTON;Resolución N° 350-2023-IPD-DNCTD/SRND;ACTIVO;19/07/2023;
31/07/2025;416;LUCÍA PONCE DE LA PIEDRA;BADMINTON;Resolución N° 350-2023-IPD-DNCTD/SRND;ACTIVO;19/07/2023;
31/07/2025;417;LUCERO NICOLLE ROQUE CAYCHO;BADMINTON;Resolución N° 350-2023-IPD-DNCTD/SRND;ACTIVO;19/07/2023;
31/07/2025;418;LUCIANA VALENTINA VRANDECICH REYES;BADMINTON;ResoluciónN° 350-2023-IPD-DNCTD/SRND;ACTIVO;19/07/2023;
31/07/2025;419;TALLI CHOMCHEY RIVERA;BADMINTON;Resolución N° 350-2023-IPD-DNCTD/SRND;ACTIVO;19/07/2023;
31/07/2025;420;DIANA GARNICA FRANCO;NATACION;Resolución Nº0387-2023-RENADE/IPD;ACTIVO;14/08/2023;
31/07/2025;421;MIRANDA NIETO CEBREROS;NATACION;Resolución Nº0387-2023-RENADE/IPD;ACTIVO;14/08/2023;
31/07/2025;422;DANIELA TORRES SANTA MARÍA;NATACION;Resolución Nº0387-2023-RENADE/IPD;ACTIVO;14/08/2023;
31/07/2025;423;BELÉN TORRES GONZÁLEZ;NATACION;Resolución Nº0387-2023-RENADE/IPD;ACTIVO;14/08/2023;
31/07/2025;424;ABIGAIL RUTH SIRIO URQUIZA;NATACION;Resolución Nº0387-2023-RENADE/IPD;ACTIVO;14/08/2023;
31/07/2025;425;ARELI ROLANDO SINARAHUA;NATACION;Resolución Nº0387-2023-RENADE/IPD;ACTIVO;14/08/2023;
31/07/2025;426;GRECIA BOJORQUEZ APAESTIGA;NATACION;Resolución Nº0387-2023-RENADE/IPD;ACTIVO;14/08/2023;
31/07/2025;427;GRECIA KAROLINA NOLASCO FALEN;NATACION;Resolución Nº0387-2023-RENADE/IPD;ACTIVO;14/08/2023;
31/07/2025;428;JOSÉ MARÍA RENDON CHIRINOS;BADMINTON;Resolución Nº0405-2023-RENADE/IPD;ACTIVO;18/08/2023;
31/07/2025;429;JOEL ANTONIO GALVÁN VARGAS;ESGRIMA;Resolución Nº0439-2023-RENADE/IPD;ACTIVO;28/08/2023;
31/07/2025;430;LUKAS HELMUT JOHN EICHHORN GORRITI;ESGRIMA;Resolución Nº0440-2023-RENADE/IPD;ACTIVO;28/08/2023;
31/07/2025;431;LUCCIANO SAMUEL MOTTA ICOCHEA;ESGRIMA;Resolución Nº0441-2023-RENADE/IPD;ACTIVO;28/08/2023;
31/07/2025;432;FLOR MARÍA DEL MILAGRO AREQUIPEÑO VÁSQUEZ;BADMINTON;Resolución Nº0442-2023-RENADE/IPD;ACTIVO;28/08/2023;
31/07/2025;433;DIANA ROJAS GOLAC;BADMINTON;Resolución Nº0442-2023-RENADE/IPD;ACTIVO;28/08/2023;
31/07/2025;434;SILVIA DENITH SILVA ARIZAPANA;BADMINTON;Resolución Nº0442-2023-RENADE/IPD;ACTIVO;28/08/2023;
31/07/2025;435;GERSON JAIR VARGAS LOSTAUNAU;BADMINTON;Resolución Nº0442-2023-RENADE/IPD;ACTIVO;28/08/2023;
31/07/2025;436;KELLY EDITH ARI ESCALANTE;BADMINTON;Resolución Nº0442-2023-RENADE/IPD;ACTIVO;28/08/2023;
31/07/2025;437;ANDREA ROSARIO MONTOYA CASTAÑEDA;BADMINTON;Resolución Nº0442-2023-RENADE/IPD;ACTIVO;28/08/2023;
31/07/2025;438;FERNANDO VILCACHAGUA MOSQUERA;BADMINTON;Resolución Nº0442-2023-RENADE/IPD;ACTIVO;28/08/2023;
31/07/2025;439;ABEL GUSTAVO SÁNCHEZ JUÁREZ;LUCHA AMATEUR;Resolución Nº0456-2023-RENADE/IPD;ACTIVO;1/09/2023;
31/07/2025;440;NICOLÁS ALEJANDRO MANCILLA DÁVILA;ESGRIMA;Resolución Nº0490-2023-RENADE/IPD;ACTIVO;18/09/2023;
31/07/2025;441;KALEI KUAN-VENG KUONG;BADMINTON;Resolución Nº0522-2023-RENADE/IPD;ACTIVO;3/10/2023;
31/07/2025;442;FABRIZIO VALDIVIESO NEGRI;BADMINTON;Resolución Nº0522-2023-RENADE/IPD;ACTIVO;3/10/2023;
31/07/2025;443;BENGY JIMY URIEL LAIME NEYRA;BADMINTON;Resolución Nº0522-2023-RENADE/IPD;ACTIVO;3/10/2023;
31/07/2025;444;EDUARDO GINO ALARCÓN VELÁSQUEZ;MUAY THAI;Resolución Nº0597-2023-RENADE/IPD;ACTIVO;20/11/2023;
31/07/2025;445;LUIS FELIPE OLIVARES SPARKS;MUAY THAI;Resolución Nº0597-2023-RENADE/IPD;ACTIVO;20/11/2023;
31/07/2025;446;JHONATAN JOSÉ SEMINARIO LÓPEZ;MUAY THAI;Resolución Nº0597-2023-RENADE/IPD;ACTIVO;20/11/2023;
31/07/2025;447;GONZALO ALONSO ZEVALLOS RUÍZ;MUAY THAI;Resolución Nº0597-2023-RENADE/IPD;ACTIVO;20/11/2023;
31/07/2025;448;NATHALY MARILÚ HERRERA HUACRE;LUCHA AMATEUR;Resolución Nº000634-2023-RENADE/IPD;ACTIVO;30/11/2023;
31/07/2025;449;ERICA YASMIN ALVAREZ CUYA;BOCHAS;Resolución Nº0659-2023-RENADE/IPD;ACTIVO;15/12/2023;
31/07/2025;450;ALEJANDRO FRANCISCO CRISANTO TORIBIO;BADMINTON;Resolución Nº0674-2023-RENADE/IPD;ACTIVO;27/12/2023;
31/07/2025;451;FABRIZIO ADRIANO ROLDÁN GUTIÉRREZ QUICAÑO;BADMINTON;Resolución Nº0674-2023-RENADE/IPD;ACTIVO;27/12/2023;
31/07/2025;452;CIELO ABRIL VIZCARRA ESPEZUA;ESGRIMA;Resolución Nº0679-2023-RENADE/IPD;ACTIVO;28/12/2023;
31/07/2025;453;CAYETANA CHIRINOS ASALDE;ATLETISMO;Resolución Nº0036-2024-RENADE-DNCTD/IPD;ACTIVO;24/01/2024;
31/07/2025;454;SOFIA CAROLINA CUSTODIO WONG;ESGRIMA;Resolución Nº0059-2024-RENADE-DNCTD/IPD;ACTIVO;9/02/2024;
31/07/2025;455;VALERIA FLAVIA CHIPOCO ESPINOZA;ESGRIMA;Resolución Nº0059-2024-RENADE-DNCTD/IPD;ACTIVO;9/02/2024;
31/07/2025;456;IVANNA CRISTINA GARCÍA TINOCO;ESGRIMA;Resolución Nº0063-2024-RENADE-DNCTD/IPD;ACTIVO;9/02/2024;
31/07/2025;457;MATEO VILLA RENGIFO;BADMINTON;Resolución Nº0148-2024-RENADE-DNCTD/IPD;ACTIVO;8/03/2024;
31/07/2025;458;MARIANA SORIANO LÓPEZ;ESGRIMA;Resolución Nº0153-2024-RENADE-DNCTD/IPD;ACTIVO;15/03/2024;
31/07/2025;459;ASTRID BRAVO ORTEGA;ESGRIMA;Resolución Nº0166-2024-RENADE-DNCTD/IPD;ACTIVO;19/03/2024;
31/07/2025;460;ARIANA MILAGROS KOMT SHION;BOWLING;Resolución Nº0179-2024-RENADE-DNCTD/IPD;ACTIVO;21/03/2024;
31/07/2025;461;VALENTINA GONZALES RAMÍREZ;ESGRIMA;Resolución Nº0194-2024-RENADE-DNCTD/IPD;ACTIVO;1/04/2024;
31/07/2025;462;DAIKI ALEJANDRO EDA KIYABU;BOWLING;Resolución Nº0252-2024-RENADE-DNCTD/IPD;ACTIVO;26/04/2024;
31/07/2025;463;ADRIÁN TOKASHIKI AKIMOTO;BOWLING;Resolución Nº0252-2024-RENADE-DNCTD/IPD;ACTIVO;26/04/2024;
31/07/2025;464;KOTARO ANDRÉ EDA KIYABU;BOWLING;Resolución Nº0252-2024-RENADE-DNCTD/IPD;ACTIVO;26/04/2024;
31/07/2025;465;NAOKI FERNANDO EDA TSUYAMA;BOWLING;Resolución Nº0252-2024-RENADE-DNCTD/IPD;ACTIVO;26/04/2024;
31/07/2025;466;ANA PAZ GONZALES ESTRELLA;BOWLING;Resolución Nº0252-2024-RENADE-DNCTD/IPD;ACTIVO;26/04/2024;
31/07/2025;467;REIMI CAMILA OSHIRO MIYAGUSUKU;BOWLING;Resolución Nº0252-2024-RENADE-DNCTD/IPD;ACTIVO;26/04/2024;
31/07/2025;468;MARÍA JULIA CHIAN CHUMPITAZ;BOWLING;Resolución Nº0252-2024-RENADE-DNCTD/IPD;ACTIVO;26/04/2024;
31/07/2025;469;EVELYN CARLA INGA HUAYNALAYA;ATLETISMO;Resolución Nº0255-2024-RENADE-DNCTD/IPD;ACTIVO;26/04/2024;
31/07/2025;470;LUIS HENRY CAMPOS CRUZ;ATLETISMO;Resolución Nº0258-2024-RENADE-DNCTD/IPD;ACTIVO;29/04/2024;
31/07/2025;471;MARY LUZ ANDIA AROTAIPE;ATLETISMO;Resolución Nº0259-2024-RENADE-DNCTD/IPD;ACTIVO;29/04/2024;
31/07/2025;472;GLADYS LUCY TEJEDA PUCUHUARANGA;ATLETISMO;Resolución Nº0260-2024-RENADE-DNCTD/IPD;ACTIVO;29/04/2024;
31/07/2025;473;EDUARDO CÁCERES SANDOVAL;AJEDREZ;Resolución Nº0416-2024-RENADE-DNCTD/IPD;ACTIVO;26/06/2024;
31/07/2025;474;FABIAN RICARDO REYES ZAVALETA;AJEDREZ;Resolución Nº0417-2024-RENADE-DNCTD/IPD;ACTIVO;26/06/2024;
31/07/2025;475;MARCOS FABRIZIO GARCIA VERGARAY;ESGRIMA;Resolución Nº0485-2024-RENADE-DNCTD/IPD;ACTIVO;17/07/2024;
31/07/2025;476;ARON PATRICK EARL SAENZ;ATLETISMO;Resolución Nº0758-2024-RENADE-DNCTD/IPD;ACTIVO;17/10/2024;
31/07/2025;477;KRISTEN ERIKA HAMMERSCHMIDT CAMINO;SQUASH RACKET;Resolución Nº0764-2024-RENADE-DNCTD/IPD;ACTIVO;18/10/2024;
31/07/2025;478;POOL SEBASTIÁN TORRES CASTRO;SQUASH RACKET;Resolución Nº0765-2024-RENADE-DNCTD/IPD;ACTIVO;21/10/2024;
31/07/2025;479;GERSON ABRHAN MARTÍNEZ BOZA;BILLAR;Resolución Nº0770-2024-RENADE-DNCTD/IPD;ACTIVO;21/10/2024;
