FECHA_CORTE;ITEM;NOMBRE DEL DEPORTISTA;DISCIPLINA DEPORTIVA;N° DE RESOLUCION;ESTADO;FECHA DE REGISTRO;OBSERVACIONES
31/07/2025;480;MAURICIO WALTER GARCÍA PEREZ;BILLAR;Resolución Nº0770-2024-RENADE-DNCTD/IPD;ACTIVO;21/10/2024;
31/07/2025;481;RAMÓN ARÍSTIDES RODRÍGUEZ NÚÑEZ;BILLAR;Resolución Nº0770-2024-RENADE-DNCTD/IPD;ACTIVO;21/10/2024;
31/07/2025;482;RENZO VILLARÁN BALLESTEROS;BILLAR;Resolución Nº0789-2024-RENADE-DNCTD/IPD;ACTIVO;23/10/2024;
31/07/2025;483;ERICKSON LUIS MIGUEL DE LA CRUZ SALAS;BILLAR;Resolución Nº0789-2024-RENADE-DNCTD/IPD;ACTIVO;23/10/2024;
31/07/2025;484;RENZO DIQUEZ BANCES MORALES;BADMINTON;Resolución Nº0790-2024-RENADE-DNCTD/IPD;ACTIVO;23/10/2024;
31/07/2025;485;ALEJANDRO CHUECA SANCHEZ;BADMINTON;Resolución Nº0790-2024-RENADE-DNCTD/IPD;ACTIVO;23/10/2024;
31/07/2025;486;TAISIA KASIANOV KASIANOVA;BADMINTON;Resolución Nº0790-2024-RENADE-DNCTD/IPD;ACTIVO;23/10/2024;
31/07/2025;487;JENNY BERTHA VENTOCILLA HUARANGA;BADMINTON;Resolución Nº0790-2024-RENADE-DNCTD/IPD;ACTIVO;23/10/2024;
31/07/2025;488;GERMAN ALONSO QUIROZ MANAY;ATLETISMO;Resolución Nº0941-2024-RENADE-DNCTD/IPD;ACTIVO;2/12/2024;
31/07/2025;489;KAROL ANDREA LARICO MONTES;ESGRIMA;Resolución Nº0067-2025-RENADE-DNCTD/IPD;ACTIVO;3/02/2025;
31/07/2025;490;FABIANA ROMINA ROJAS TACO;ESGRIMA;Resolución Nº0068-2025-RENADE-DNCTD/IPD;ACTIVO;3/02/2025;
31/07/2025;491;IGNACIO CABREJOS SAN MIGUEL;SQUASH RACKET;Resolución Nº0080-2025-RENADE-DNCTD/IPD;ACTIVO;5/02/2025;
31/07/2025;492;EMILIA FABIANA MARTINEZ PINTO;ATLETISMO;Resolución Nº0159-2025-RENADE-DNCTD/IPD;ACTIVO;5/03/2025;
31/07/2025;493;LISBETH ALLCCA MERINO;VOLEIBOL;Resolución Nº0172-2025-RENADE-DNCTD/IPD;ACTIVO;10/03/2025;
31/07/2025;494;CLAUDIA ANDREA GAONA AREVALO;VOLEIBOL;Resolución Nº0175-2025-RENADE-DNCTD/IPD;ACTIVO;10/03/2025;
31/07/2025;495;VICTOR SALOMON RAMIREZ FLORES;ESGRIMA;Resolución Nº0176-2025-RENADE-DNCTD/IPD;ACTIVO;10/03/2025;
31/07/2025;496;HIDEMI KARIN SEGAMI MAKIYA;BOWLING;Resolución Nº0197-2025-RENADE-DNCTD/IPD;ACTIVO;10/03/2025;
31/07/2025;497;PIERO CASTAÑEDA ZAVALETA;VELA;Resolución Nº0207-2025-RENADE-DNCTD/IPD;ACTIVO;20/03/2025;
31/07/2025;498; DIEGO ENRIQUE ENSLEY PAZ SOLDAN;ESGRIMA;Resolución Nº0219-2025-RENADE-DNCTD/IPD;ACTIVO;31/03/2025;
31/07/2025;499;SEBASTIÁN HIROSHI BERECHE MAKINO;ESGRIMA;Resolución Nº0234-2025-RENADE-DNCTD/IPD;ACTIVO;7/04/2025;
31/07/2025;500;FELIPE PÉREZ-CARTIER BEINGOLEA;VELA;Resolución Nº0288-2025-RENADE-DNCTD/IPD;ACTIVO;23/04/2025;
31/07/2025;501;LUIS FELIPE DELGADO TEJEDA;TIRO;Resolución Nº0392-2025-RENADE-DNCTD/IPD;ACTIVO;27/05/2025;
31/07/2025;502;GRACIA ANDREA NÚÑEZ MELGAR OBREGÓN;TIRO;Resolución Nº0393-2025-RENADE-DNCTD/IPD;ACTIVO;27/05/2025;
31/07/2025;503;NIURKA DIONA CALLUPE FLORES;ANPP;Resolución Nº0394-2025-RENADE-DNCTD/IPD;ACTIVO;27/05/2025;
31/07/2025;504;GLORIA ANA PAULA ALVAREZ LOAYZA;ESGRIMA;Resolución Nº0413-2025-RENADE-DNCTD/IPD;ACTIVO;30/05/2025;
31/07/2025;505;BRUNO NICOLAS TUDELA CÓRDOVA;ESGRIMA;Resolución Nº0414-2025-RENADE-DNCTD/IPD;ACTIVO;30/05/2025;
31/07/2025;506;FLORENCIA CHIARELLA SALAS;VELA;Resolución Nº0441-2025-RENADE-DNCTD/IPD;ACTIVO;16/06/2025;
31/07/2025;507;SALVADOR MARCHENA ORTEGA;VELA;Resolución Nº0444-2025-RENADE-DNCTD/IPD;ACTIVO;16/06/2025;
31/07/2025;508;MASSIMILIANO CHIARELLA SALAS;VELA;Resolución Nº0447-2025-RENADE-DNCTD/IPD;ACTIVO;16/06/2025;
31/07/2025;509;CARLOS ERICK ZEGARRA PRESSER;JUDO;Resolución N°078-DNCTD-RND-2020;NO ACTIVO;15/01/2020;
31/07/2025;510;FEDERICO ENRIQUE JUAN VALDEZ CALDERÓN;BADMINTON;Resolución N°432-DNCTD-RND-2020;NO ACTIVO;23/11/2020;
31/07/2025;511;GONZALO MARIO CASTILLO GUZMÁN;BADMINTON;Resolución N°432-DNCTD-RND-2020;NO ACTIVO;23/11/2020;
31/07/2025;512;AKEMI VANESSA ENDO DE LA TORRE;SOFTBOL;Resolución N°473-DNCTD-RND-2020;NO ACTIVO;2/12/2020;
31/07/2025;513;KATHERINE JOHANNA MENDOZA ZARATE;SOFTBOL;Resolución N°474-DNCTD-RND-2020;NO ACTIVO;2/12/2020;
31/07/2025;514;SERGIO ELEUTERIO QUISPE ARONI;ATLETISMO;Resolución N°544-DNCTD-RND-2020;NO ACTIVO;23/12/2020;
31/07/2025;515;HUGO GAVINO SALAZAR;ATLETISMO;Resolución N°545-DNCTD-RND-2020;NO ACTIVO;23/12/2020;
31/07/2025;516;ROBERTO NICOLÁS ABUGATTÁS ABOID;ATLETISMO;Resolución N°546-DNCTD-RND-2020;NO ACTIVO;23/12/2020;
31/07/2025;517;MARIO DANIEL MONROY PALACIOS;TENIS;Resolución N°0131-DNCTD-RND-2021;NO ACTIVO;22/02/2021;
31/07/2025;518;SERGIO SLAVKO BRAVO PURIN;ESGRIMA;Resolución N°0184-DNCTD-RND-2021;NO ACTIVO;15/03/2021;
31/07/2025;519;JOSE LUIS DEL CARMEN PAGE JOHNSON;ATLETISMO;Resolución N°0185-DNCTD-RND-2021;NO ACTIVO;15/03/2021;
31/07/2025;520;AUGUSTO KIM IPENZA CHACÓN;GIMNASIA;Resolución N°0225-DNCTD-RND-2021;NO ACTIVO;19/03/2021;
31/07/2025;521;JAVIER ELIAS TOKASHIKI ZAKIMI;BOWLING;Resolución N°0322-DNCTD-RND-2021;NO ACTIVO;19/03/2021;
31/07/2025;522;ABEL ALEJANDRO ROMERO ROLDÁN;HOCKEY;Resolución N°0323-DNCTD-RND-2021;NO ACTIVO;19/03/2021;
31/07/2025;523;MAURICIO PANIZO GARCIA;ESGRIMA;Resolución N°0326-DNCTD-RND-2021;NO ACTIVO;19/03/2021;
31/07/2025;524;MARTÍN PANIZO GARCIA;ESGRIMA;Resolución N°0327-DNCTD-RND-2021;NO ACTIVO;19/03/2021;
31/07/2025;525;GABRIELA LOURDES PEREZ DEL SOLAR CUCULIZA;VOLEIBOL;Resolución N°0444-DNCTD-RND-2021;NO ACTIVO;22/07/2021;
31/07/2025;526;CINTHYA RAQUEL URQUIZA DÁVILA;VOLEIBOL;Resolución N°0445-DNCTD-RND-2021;NO ACTIVO;22/07/2021;
31/07/2025;527;GILDA MARÍA MASSA VIDARTE;ATLETISMO;Resolución N°0121-2022-IPD-DNCTD/SRND;NO ACTIVO;25/03/2022;
31/07/2025;528;MARISA MATSUDA MATAYOSHI;SOFTBOL;Resolución N°0123-2022-IPD-DNCTD/SRND;NO ACTIVO;25/03/2022;
31/07/2025;529;IGNACIO LUIS ARGÜELLES SALAZAR;BADMINTON;Resolución N°0313-2022-IPD-DNCTD/SRND;NO ACTIVO;10/06/2022;
31/07/2025;530;VALERIA RIVERO MODENESI;BADMINTON;Resolución N°0313-2022-IPD-DNCTD/SRND;NO ACTIVO;10/06/2022;
31/07/2025;531;SANDRA JIMENO GOICOCHEA;BADMINTON;Resolución N°0313-2022-IPD-DNCTD/SRND;NO ACTIVO;10/06/2022;
31/07/2025;532;CLAUDIA RIVERO MODENESI;BADMINTON;Resolución N°0313-2022-IPD-DNCTD/SRND;NO ACTIVO;10/06/2022;
31/07/2025;533;WILMA YANET ARIZAPANA YUCRA;ATLETISMO;Resolución N°0395-2022-IPD-DNCTD/SRND;NO ACTIVO;7/07/2022;
31/07/2025;534;JOSE ARMANDO MONTES DE PERALTA CALLIRGOS;SQUASH RACKET;Resolución N° 757-2022-IPD-DNCTD/SRND;NO ACTIVO;12/12/2022;
31/07/2025;535;ÁNGEL ADRIEL TORREBLANCA JAVE;ESGRIMA;Resolución N°0545-2023-RENADE/IPD;NO ACTIVO;23/09/2023;
31/07/2025;536;CARLOS DANIEL TORRES PÉREZ;MOTONAUTICA;Resolución N°0180-2024-RENADE-DNCTD/IPD;NO ACTIVO;21/03/2024;
31/07/2025;537;PAMELA LUZMILA DAVELOUIS ZOPPI;VOLEIBOL;Resolución N°0719-2024-RENADE-DNCTD/IPD;NO ACTIVO;4/09/2024;
31/07/2025;538;MARÍA VICTORIA DE FÁTIMA RAMOS MARRUFFO;ATLETISMO;Resolución N°0726-2024-RENADE-DNCTD/IPD;NO ACTIVO;4/09/2024;
31/07/2025;539;DIEGO MORENO GUZMÁN;ATLETISMO;Resolución N°0246-2025-RENADE-DNCTD/IPD;NO ACTIVO;10/04/2024;
